shipment_id,carrier,ship_date,status,origin,destination,freight_cost
SH00757,FEDEX,2024-01-12,in-transit,Chennai,Bangalore,313.04
SH00758,BLUEDART,2024-03-20,in-transit,Hyderabad,Bangalore,-21.26
SH00759,BLUEDART,2024-02-20,pending,Hyderabad,Delhi,458.83
SH00760,BLUEDART,2024-05-24,DELAYED,Delhi,Chennai,184.83
SH00761,DHL,2024-06-12,in_transit,Delhi,Mumbai,259.94
SH00762,FEDEX,2024-01-02,Delivered,Delhi,Mumbai,211.05
SH00763,BLUEDART,2024-01-08,in-transit,Hyderabad,Mumbai,128.37
SH00764,BLUEDART,2024-02-15,Delivered,Chennai,Bangalore,59.45
SH00765,DHL,2024-03-02,In Transit,Pune,Bangalore,347.41
SH00766,FEDEX,2024-02-03,in_transit,Mumbai,Delhi,289.65
SH00767,BLUEDART,2024-05-30,Delayed,Chennai,Delhi,182.38
SH00768,FEDEX,2024-01-21,,Chennai,Pune,348.58
SH00769,BLUEDART,2024-04-28,Pending,Hyderabad,Mumbai,218.25
SH00770,FEDEX,2024-05-29,in_transit,Hyderabad,Chennai,148.79
SH00771,FEDEX,2024-04-05,Delivered,Delhi,Pune,110.45
SH00772,BLUEDART,2024-03-27,delayed,Mumbai,Pune,244.63
SH00773,DHL,2024-06-14,Delivered,Chennai,Pune,182.53
SH00774,FEDEX,2024-04-02,in_transit,Chennai,Delhi,200.19
SH00775,BLUEDART,2024-02-05,,Pune,Bangalore,372.28
SH00776,FEDEX,2024-05-28,delivered,Pune,Chennai,262.4
SH00777,FEDEX,2024-02-23,Delayed,Chennai,Bangalore,314.15
SH00778,FEDEX,2024-04-19,Pending,Mumbai,Chennai,237.96
SH00779,DHL,2024-01-03,pending,Hyderabad,Bangalore,425.43
SH00780,FEDEX,2024-01-06,delivered,Hyderabad,Mumbai,464.96
SH00781,BLUEDART,2024-04-10,in_transit,Hyderabad,Pune,476.91
SH00782,FEDEX,2024-03-18,Delivered,Hyderabad,Chennai,353.7
SH00783,DHL,2024-04-08,in_transit,Chennai,Bangalore,181.0
SH00784,DHL,2024-04-15,Delivered,Chennai,Mumbai,108.11
SH00785,DHL,2024-06-19,DELAYED,Chennai,Bangalore,308.79
,FEDEX,2024-02-06,,Pune,Bangalore,229.66
SH00787,FEDEX,2024-01-24,delayed,Delhi,Pune,206.05
SH00788,DHL,2024-06-07,delayed,Delhi,Mumbai,223.1
SH00789,BLUEDART,2024-02-10,pending,Mumbai,Bangalore,291.98
SH00790,DHL,2024-05-21,In Transit,Delhi,Pune,84.44
SH00791,FEDEX,2024-01-12,Delivered,Chennai,Mumbai,337.49
SH00792,FEDEX,2024-03-05,DELIVERED,Chennai,Pune,197.2
SH00793,BLUEDART,2024-03-12,DELIVERED,Chennai,Pune,427.32
SH00794,BLUEDART,2024-01-03,DELIVERED,Delhi,Mumbai,248.3
SH00795,BLUEDART,2024-06-11,pending,Chennai,Pune,348.14
SH00796,FEDEX,2024-04-06,in_transit,Mumbai,Delhi,218.59
SH00797,DHL,2024-01-17,Delivered,Pune,Bangalore,408.62
SH00798,FEDEX,2024-03-23,in_transit,Hyderabad,Delhi,331.1
SH00799,DHL,not-a-date,pending,Chennai,Delhi,192.31
SH00800,FEDEX,2024-02-25,,Hyderabad,Mumbai,319.49
SH00801,BLUEDART,2024-06-02,pending,Chennai,Mumbai,363.34
SH00802,FEDEX,2024-06-19,In Transit,Chennai,Mumbai,57.94
SH00803,BLUEDART,2024-06-06,Delivered,Chennai,Delhi,188.98
SH00804,DHL,2024-02-21,in_transit,Chennai,Mumbai,338.92
SH00805,FEDEX,2024-06-13,delivered,Pune,Bangalore,284.39
SH00806,DHL,2024-02-22,pending,Chennai,Mumbai,494.77
SH00807,FEDEX,not-a-date,,Hyderabad,Mumbai,271.24
SH00808,DHL,2024-05-20,in_transit,Chennai,Delhi,156.34
SH00809,BLUEDART,2024-06-04,in-transit,Chennai,Bangalore,309.39
SH00810,FEDEX,2024-02-12,IN_TRANSIT,Mumbai,Chennai,277.38
SH00811,FEDEX,2024-01-22,in-transit,Mumbai,Pune,317.83
SH00812,FEDEX,2024-05-23,Delivered,Pune,Chennai,199.96
SH00813,DHL,2024-04-16,Pending,Mumbai,Chennai,217.92
SH00814,FEDEX,2024-05-24,,Mumbai,Delhi,246.33
SH00815,BLUEDART,2024-06-15,IN_TRANSIT,Delhi,Chennai,381.05
SH00816,BLUEDART,2024-04-26,DELIVERED,Mumbai,Bangalore,164.43
SH00817,DHL,2024-04-08,DELAYED,Mumbai,Delhi,488.37
SH00818,DHL,2024-05-08,pending,Delhi,Chennai,448.99
SH00819,BLUEDART,2024-03-29,in-transit,Mumbai,Delhi,386.93
SH00820,DHL,2024-06-27,IN_TRANSIT,Delhi,Bangalore,344.53
SH00821,BLUEDART,2024-05-08,delayed,Chennai,Bangalore,305.19
SH00822,DHL,2024-06-08,pending,Pune,Chennai,124.76
SH00823,FEDEX,2024-06-21,delivered,Mumbai,Bangalore,3747.34
SH00824,DHL,2024-05-13,,Chennai,Delhi,169.63
SH00825,FEDEX,2024-03-02,pending,Pune,Mumbai,229.31
SH00826,DHL,2024-04-12,DELIVERED,Mumbai,Pune,61.56
SH00827,DHL,2024-06-17,Delayed,Pune,Chennai,235.91
SH00828,FEDEX,2024-03-24,in_transit,Mumbai,Chennai,323.04
SH00829,FEDEX,2024-03-16,Pending,Delhi,Bangalore,114.42
SH00830,BLUEDART,2024-01-23,pending,Mumbai,Bangalore,498.34
SH00831,DHL,2024-02-13,pending,Delhi,Mumbai,364.96
SH00832,FEDEX,2024-03-06,pending,Delhi,Chennai,105.39
SH00833,DHL,2024-06-02,In Transit,Pune,Bangalore,219.65
SH00834,BLUEDART,2024-02-27,in-transit,Hyderabad,Chennai,89.46
SH00835,BLUEDART,2024-03-21,DELAYED,Mumbai,Chennai,381.61
SH00836,FEDEX,2024-06-22,DELIVERED,Delhi,Chennai,283.89
SH00837,BLUEDART,2024-03-16,delayed,Delhi,Chennai,355.99
SH00838,BLUEDART,2024-06-25,,Mumbai,Chennai,367.94
SH00839,BLUEDART,2024-03-26,Pending,Delhi,Bangalore,144.78
SH00840,DHL,2024-03-17,pending,Chennai,Pune,460.57
SH00841,FEDEX,2024-04-10,Pending,Delhi,Chennai,177.37
SH00842,FEDEX,2024-05-28,delivered,Mumbai,Bangalore,432.41
SH00843,DHL,2024-02-07,,Delhi,Pune,4177.87
SH00844,BLUEDART,2024-04-19,DELIVERED,Chennai,Pune,466.69
SH00845,DHL,2024-02-08,IN_TRANSIT,Mumbai,Chennai,160.25
SH00846,BLUEDART,2024-06-20,,Chennai,Pune,258.65
SH00847,FEDEX,2024-01-22,pending,Pune,Delhi,350.96
SH00848,BLUEDART,2024-01-25,DELIVERED,Delhi,Chennai,222.78
SH00849,DHL,2024-05-17,,Mumbai,Chennai,365.33
SH00850,BLUEDART,2024-05-29,,Delhi,Bangalore,405.53
,DHL,2024-04-24,Delivered,Chennai,Bangalore,67.61
SH00852,FEDEX,2024-05-09,Delayed,Mumbai,Delhi,127.22
SH00853,DHL,2024-04-23,delayed,Hyderabad,Mumbai,362.8
SH00854,BLUEDART,2024-06-18,in_transit,Hyderabad,Bangalore,66.53
SH00855,DHL,2024-04-01,Pending,Hyderabad,Pune,330.04
SH00856,DHL,2024-03-06,Pending,Delhi,Pune,114.46
SH00857,BLUEDART,2024-06-14,DELAYED,Chennai,Mumbai,123.82
SH00858,FEDEX,2024-02-01,pending,Mumbai,Bangalore,296.77
SH00859,FEDEX,2024-02-27,Delivered,Pune,Bangalore,219.72
SH00860,DHL,2024-05-05,In Transit,Chennai,Mumbai,365.2
SH00861,DHL,2024-04-09,,Chennai,Mumbai,383.58
SH00862,FEDEX,2024-06-24,DELIVERED,Delhi,Mumbai,345.9
SH00863,BLUEDART,2024-04-17,DELIVERED,Pune,Bangalore,247.53
SH00864,FEDEX,2024-01-23,IN_TRANSIT,Hyderabad,Bangalore,396.76
SH00865,DHL,2024-01-22,Delayed,Mumbai,Bangalore,468.32
SH00866,BLUEDART,2024-05-11,pending,Hyderabad,Bangalore,449.64
SH00867,BLUEDART,2024-03-29,Pending,Mumbai,Pune,347.53
SH00868,BLUEDART,2024-02-13,,Hyderabad,Delhi,285.58
SH00869,BLUEDART,2024-04-07,Delivered,Pune,Delhi,202.08
SH00870,DHL,2024-03-08,Pending,Pune,Mumbai,334.03
SH00871,BLUEDART,2024-06-07,delivered,Hyderabad,Delhi,210.08
SH00872,DHL,2024-01-03,delayed,Pune,Bangalore,138.89
SH00873,FEDEX,2024-03-05,IN_TRANSIT,Mumbai,Bangalore,218.44
SH00874,FEDEX,2024-04-22,In Transit,Mumbai,Pune,-6.7
SH00875,FEDEX,2024-03-25,DELIVERED,Mumbai,Bangalore,349.79
SH00876,DHL,2024-06-23,In Transit,Delhi,Pune,387.99
SH00877,BLUEDART,2024-01-28,DELIVERED,Delhi,Mumbai,119.99
SH00878,BLUEDART,2024-01-03,in-transit,Pune,Chennai,177.0
SH00879,BLUEDART,2024-01-30,Pending,Hyderabad,Bangalore,161.31
SH00880,DHL,2024-05-31,DELIVERED,Hyderabad,Pune,153.22
SH00881,DHL,2024-01-24,IN_TRANSIT,Delhi,Bangalore,233.28
SH00882,FEDEX,2024-04-19,in-transit,Delhi,Pune,99.52
SH00883,DHL,2024-01-01,Pending,Pune,Delhi,194.74
SH00884,FEDEX,2024-04-03,Delivered,Chennai,Mumbai,93.6
SH00885,FEDEX,2024-05-30,In Transit,Pune,Mumbai,157.21
SH00886,DHL,2024-06-16,in_transit,Chennai,Delhi,367.1
SH00887,FEDEX,2024-02-21,DELIVERED,Pune,Chennai,69.71
SH00888,BLUEDART,2024-01-31,Delivered,Pune,Mumbai,267.27
SH00889,DHL,2024-02-03,DELAYED,Hyderabad,Mumbai,77.36
SH00890,FEDEX,2024-02-12,Delayed,Hyderabad,Pune,222.87
SH00891,DHL,2024-05-31,,Mumbai,Bangalore,280.76
SH00892,DHL,2024-02-13,Delayed,Pune,Mumbai,157.2
SH00893,DHL,2024-03-04,in_transit,Pune,Delhi,-32.97
SH00894,DHL,2024-04-14,in-transit,Hyderabad,Mumbai,196.09
SH00895,DHL,2024-01-05,,Pune,Bangalore,400.18
SH00896,FEDEX,2024-02-26,in_transit,Pune,Bangalore,311.75
SH00897,DHL,2024-05-02,DELIVERED,Delhi,Chennai,256.73
SH00898,BLUEDART,2024-02-11,,Chennai,Mumbai,227.39
SH00899,DHL,2024-05-14,,Delhi,Pune,413.6
SH00900,DHL,2024-01-22,pending,Mumbai,Bangalore,4374.98
SH00901,FEDEX,2024-05-24,,Mumbai,Bangalore,123.41
SH00902,BLUEDART,2024-01-12,in-transit,Pune,Delhi,96.15
SH00230,DHL,2024-03-31,in_transit,Chennai,Pune,464.76
SH00904,DHL,2024-02-27,in-transit,Delhi,Mumbai,210.79
SH00905,DHL,2024-05-15,DELIVERED,Mumbai,Bangalore,355.74
SH00906,FEDEX,2024-05-07,in-transit,Pune,Delhi,414.82
SH00153,BLUEDART,2024-04-24,,Chennai,Mumbai,489.35
SH00908,BLUEDART,2024-02-02,IN_TRANSIT,Pune,Bangalore,208.67
SH00909,BLUEDART,2024-06-16,IN_TRANSIT,Pune,Bangalore,238.4
SH00910,DHL,2024-04-17,,Delhi,Bangalore,362.07
SH00911,DHL,2024-05-01,Delivered,Chennai,Delhi,76.81
SH00912,DHL,2024-05-21,IN_TRANSIT,Pune,Chennai,159.12
SH00913,BLUEDART,2024-06-27,In Transit,Chennai,Pune,74.34
SH00914,BLUEDART,2024-02-06,Delivered,Chennai,Delhi,55.61
SH00915,FEDEX,2024-03-27,pending,Chennai,Mumbai,362.86
SH00916,DHL,2024-01-03,IN_TRANSIT,Hyderabad,Bangalore,355.96
SH00917,BLUEDART,2024-04-18,in-transit,Hyderabad,Mumbai,487.91
SH00918,DHL,2024-02-17,Delayed,Delhi,Bangalore,322.29
SH00919,BLUEDART,2024-04-05,in_transit,Delhi,Pune,171.46
SH00920,FEDEX,2024-05-18,in_transit,Mumbai,Bangalore,318.7
SH00921,BLUEDART,2024-05-25,DELAYED,Mumbai,Bangalore,493.92
SH00922,FEDEX,2024-04-11,In Transit,Mumbai,Chennai,388.33
SH00923,DHL,2024-05-08,,Pune,Chennai,398.78
SH00924,DHL,2024-04-28,pending,Pune,Bangalore,91.98
SH00925,BLUEDART,2024-05-08,Pending,Chennai,Bangalore,323.93
SH00926,DHL,2024-04-20,Pending,Pune,Mumbai,398.38
SH00927,DHL,2024-01-04,,Chennai,Pune,189.29
SH00928,FEDEX,2024-03-16,in-transit,Mumbai,Pune,309.43
SH00929,FEDEX,2024-04-23,DELIVERED,Pune,Chennai,472.92
SH00930,FEDEX,2024-06-23,In Transit,Delhi,Pune,280.62
SH00931,FEDEX,2024-06-23,pending,Hyderabad,Chennai,75.68
SH00932,DHL,2024-05-25,Delivered,Mumbai,Chennai,150.37
SH00933,FEDEX,2024-02-16,IN_TRANSIT,Hyderabad,Chennai,395.7
SH00934,BLUEDART,2024-05-01,delayed,Delhi,Mumbai,67.23
SH00935,FEDEX,2024-04-07,,Hyderabad,Delhi,212.67
SH00936,DHL,2024-02-15,Delivered,Delhi,Chennai,173.26
SH00937,FEDEX,2024-03-07,delivered,Hyderabad,Bangalore,91.6
SH00938,DHL,2024-05-03,Pending,Chennai,Mumbai,402.74
SH00939,BLUEDART,2024-06-01,Pending,Delhi,Bangalore,350.58
SH00940,BLUEDART,2024-04-27,delayed,Pune,Delhi,438.94
SH00941,BLUEDART,2024-02-02,pending,Mumbai,Pune,486.26
SH00942,FEDEX,2024-02-25,in_transit,Hyderabad,Bangalore,487.29
SH00943,DHL,2024-02-01,pending,Pune,Mumbai,499.57
SH00944,FEDEX,2024-02-15,In Transit,Hyderabad,Mumbai,129.6
SH00945,BLUEDART,2024-01-26,,Delhi,Chennai,426.76
SH00946,DHL,2024-05-08,delivered,Delhi,Bangalore,350.47
SH00947,BLUEDART,2024-04-30,In Transit,Delhi,Bangalore,485.43
SH00948,BLUEDART,2024-02-27,in-transit,Delhi,Bangalore,445.82
SH00949,FEDEX,2024-04-16,delivered,Chennai,Delhi,119.02
SH00950,BLUEDART,2024-05-26,in_transit,Pune,Mumbai,300.08
SH00951,DHL,2024-06-11,Pending,Hyderabad,Chennai,128.17
SH00952,DHL,2024-04-10,pending,Chennai,Delhi,462.5
SH00953,DHL,2024-06-09,DELIVERED,Mumbai,Delhi,62.52
SH00954,FEDEX,2024-06-11,In Transit,Mumbai,Bangalore,133.95
SH00955,DHL,2024-03-11,DELIVERED,Delhi,Chennai,332.35
SH00956,FEDEX,2024-03-13,DELIVERED,Hyderabad,Delhi,91.75
SH00957,FEDEX,2024-04-15,pending,Mumbai,Pune,84.34
SH00958,FEDEX,2024-02-15,pending,Chennai,Bangalore,322.99
SH00959,FEDEX,2024-02-10,in-transit,Hyderabad,Pune,466.96
SH00960,BLUEDART,2024-01-30,delivered,Chennai,Bangalore,197.39
SH00961,FEDEX,2024-01-24,Delayed,Pune,Chennai,343.37
SH00962,FEDEX,2024-06-24,Pending,Chennai,Mumbai,176.49
SH00963,FEDEX,2024-05-04,delayed,Chennai,Bangalore,240.68
SH00964,BLUEDART,2024-03-31,pending,Delhi,Pune,418.7
SH00965,FEDEX,2024-06-14,Delayed,Hyderabad,Chennai,208.51
SH00966,DHL,2024-06-17,DELIVERED,Pune,Bangalore,400.78
SH00337,DHL,2024-05-23,in-transit,Delhi,Chennai,320.81
SH00968,BLUEDART,2024-04-21,In Transit,Mumbai,Pune,139.17
SH00969,FEDEX,2024-02-13,DELAYED,Delhi,Bangalore,222.29
SH00970,BLUEDART,2024-04-13,Delayed,Mumbai,Pune,463.12
SH00971,DHL,2024-03-29,Delayed,Delhi,Chennai,398.58
SH00972,FEDEX,2024-06-07,in_transit,Delhi,Bangalore,71.53
SH00973,BLUEDART,2024-02-18,,Delhi,Mumbai,216.0
SH00974,DHL,2024-03-18,In Transit,Pune,Delhi,359.56
SH00975,DHL,2024-03-22,,Hyderabad,Chennai,312.86
SH00976,BLUEDART,2024-06-18,in-transit,Mumbai,Bangalore,194.86
SH00977,FEDEX,2024-03-03,Pending,Mumbai,Chennai,435.14
SH00978,DHL,2024-04-08,Delivered,Mumbai,Bangalore,203.2
SH00979,FEDEX,2024-05-09,DELIVERED,Pune,Chennai,148.45
SH00980,BLUEDART,2024-03-12,pending,Chennai,Pune,188.22
,DHL,2024-04-27,delivered,Mumbai,Bangalore,264.31
SH00982,BLUEDART,2024-02-08,IN_TRANSIT,Mumbai,Chennai,278.57
SH00983,BLUEDART,2024-02-18,DELAYED,Delhi,Pune,174.17
SH00984,DHL,2024-01-14,DELAYED,Chennai,Delhi,169.78
SH00985,BLUEDART,2024-02-26,Pending,Delhi,Pune,170.72
SH00986,FEDEX,2024-01-25,Pending,Hyderabad,Mumbai,329.95
SH00987,DHL,2024-03-26,DELIVERED,Pune,Delhi,483.01
SH00988,FEDEX,2024-01-03,delayed,Mumbai,Bangalore,312.42
SH00989,DHL,2024-05-14,,Hyderabad,Mumbai,115.96
SH00990,FEDEX,2024-03-06,in-transit,Delhi,Chennai,213.93
SH00991,BLUEDART,2024-06-24,pending,Hyderabad,Chennai,59.33
SH00992,DHL,2024-05-27,IN_TRANSIT,Pune,Chennai,211.74
SH00993,BLUEDART,2024-06-22,delayed,Mumbai,Chennai,494.3
SH00994,FEDEX,2024-03-11,delivered,Pune,Chennai,310.78
SH00995,FEDEX,2024-01-03,pending,Hyderabad,Mumbai,116.21
SH00996,BLUEDART,2024-01-17,delivered,Chennai,Mumbai,254.24
SH00997,FEDEX,2024-06-18,delivered,Pune,Delhi,163.15
SH00998,BLUEDART,2024-03-10,Pending,Hyderabad,Bangalore,138.53
SH00999,FEDEX,2024-06-12,IN_TRANSIT,Pune,Bangalore,485.11
SH01000,FEDEX,2024-03-23,DELIVERED,Chennai,Pune,357.49
