shipment_id,carrier,ship_date,status,origin,destination,freight_cost,cost_flag
SH00781,BLUEDART,2024-04-10,in_transit,Hyderabad,Pune,476.91,False
SH00782,FEDEX,2024-03-18,delivered,Hyderabad,Chennai,353.7,False
SH00783,DHL,2024-04-08,in_transit,Chennai,Bangalore,181.0,False
SH00784,DHL,2024-04-15,delivered,Chennai,Mumbai,108.11,False
SH00785,DHL,2024-06-19,delayed,Chennai,Bangalore,308.79,False
SH00787,FEDEX,2024-01-24,delayed,Delhi,Pune,206.05,False
SH00788,DHL,2024-06-07,delayed,Delhi,Mumbai,223.1,False
SH00789,BLUEDART,2024-02-10,pending,Mumbai,Bangalore,291.98,False
SH00790,DHL,2024-05-21,in_transit,Delhi,Pune,84.44,False
SH00791,FEDEX,2024-01-12,delivered,Chennai,Mumbai,337.49,False
SH00792,FEDEX,2024-03-05,delivered,Chennai,Pune,197.2,False
SH00793,BLUEDART,2024-03-12,delivered,Chennai,Pune,427.32,False
SH00794,BLUEDART,2024-01-03,delivered,Delhi,Mumbai,248.3,False
SH00795,BLUEDART,2024-06-11,pending,Chennai,Pune,348.14,False
SH00796,FEDEX,2024-04-06,in_transit,Mumbai,Delhi,218.59,False
SH00797,DHL,2024-01-17,delivered,Pune,Bangalore,408.62,False
SH00798,FEDEX,2024-03-23,in_transit,Hyderabad,Delhi,331.1,False
SH00800,FEDEX,2024-02-25,,Hyderabad,Mumbai,319.49,False
SH00801,BLUEDART,2024-06-02,pending,Chennai,Mumbai,363.34,False
SH00802,FEDEX,2024-06-19,in_transit,Chennai,Mumbai,57.94,False
SH00803,BLUEDART,2024-06-06,delivered,Chennai,Delhi,188.98,False
SH00804,DHL,2024-02-21,in_transit,Chennai,Mumbai,338.92,False
SH00805,FEDEX,2024-06-13,delivered,Pune,Bangalore,284.39,False
SH00806,DHL,2024-02-22,pending,Chennai,Mumbai,494.77,False
SH00808,DHL,2024-05-20,in_transit,Chennai,Delhi,156.34,False
SH00809,BLUEDART,2024-06-04,in_transit,Chennai,Bangalore,309.39,False
SH00810,FEDEX,2024-02-12,in_transit,Mumbai,Chennai,277.38,False
SH00811,FEDEX,2024-01-22,in_transit,Mumbai,Pune,317.83,False
SH00812,FEDEX,2024-05-23,delivered,Pune,Chennai,199.96,False
SH00813,DHL,2024-04-16,pending,Mumbai,Chennai,217.92,False
SH00814,FEDEX,2024-05-24,,Mumbai,Delhi,246.33,False
SH00815,BLUEDART,2024-06-15,in_transit,Delhi,Chennai,381.05,False
SH00816,BLUEDART,2024-04-26,delivered,Mumbai,Bangalore,164.43,False
SH00817,DHL,2024-04-08,delayed,Mumbai,Delhi,488.37,False
SH00818,DHL,2024-05-08,pending,Delhi,Chennai,448.99,False
SH00819,BLUEDART,2024-03-29,in_transit,Mumbai,Delhi,386.93,False
SH00820,DHL,2024-06-27,in_transit,Delhi,Bangalore,344.53,False
SH00821,BLUEDART,2024-05-08,delayed,Chennai,Bangalore,305.19,False
SH00822,DHL,2024-06-08,pending,Pune,Chennai,124.76,False
SH00823,FEDEX,2024-06-21,delivered,Mumbai,Bangalore,3747.34,True
SH00824,DHL,2024-05-13,,Chennai,Delhi,169.63,False
SH00825,FEDEX,2024-03-02,pending,Pune,Mumbai,229.31,False
SH00826,DHL,2024-04-12,delivered,Mumbai,Pune,61.56,False
SH00827,DHL,2024-06-17,delayed,Pune,Chennai,235.91,False
SH00828,FEDEX,2024-03-24,in_transit,Mumbai,Chennai,323.04,False
SH00829,FEDEX,2024-03-16,pending,Delhi,Bangalore,114.42,False
SH00830,BLUEDART,2024-01-23,pending,Mumbai,Bangalore,498.34,False
SH00831,DHL,2024-02-13,pending,Delhi,Mumbai,364.96,False
SH00832,FEDEX,2024-03-06,pending,Delhi,Chennai,105.39,False
SH00833,DHL,2024-06-02,in_transit,Pune,Bangalore,219.65,False
SH00834,BLUEDART,2024-02-27,in_transit,Hyderabad,Chennai,89.46,False
SH00835,BLUEDART,2024-03-21,delayed,Mumbai,Chennai,381.61,False
SH00836,FEDEX,2024-06-22,delivered,Delhi,Chennai,283.89,False
SH00837,BLUEDART,2024-03-16,delayed,Delhi,Chennai,355.99,False
SH00838,BLUEDART,2024-06-25,,Mumbai,Chennai,367.94,False
SH00839,BLUEDART,2024-03-26,pending,Delhi,Bangalore,144.78,False
SH00840,DHL,2024-03-17,pending,Chennai,Pune,460.57,False
SH00841,FEDEX,2024-04-10,pending,Delhi,Chennai,177.37,False
SH00842,FEDEX,2024-05-28,delivered,Mumbai,Bangalore,432.41,False
SH00843,DHL,2024-02-07,,Delhi,Pune,4177.87,True
SH00844,BLUEDART,2024-04-19,delivered,Chennai,Pune,466.69,False
SH00845,DHL,2024-02-08,in_transit,Mumbai,Chennai,160.25,False
SH00846,BLUEDART,2024-06-20,,Chennai,Pune,258.65,False
SH00847,FEDEX,2024-01-22,pending,Pune,Delhi,350.96,False
SH00848,BLUEDART,2024-01-25,delivered,Delhi,Chennai,222.78,False
SH00849,DHL,2024-05-17,,Mumbai,Chennai,365.33,False
SH00850,BLUEDART,2024-05-29,,Delhi,Bangalore,405.53,False
SH00852,FEDEX,2024-05-09,delayed,Mumbai,Delhi,127.22,False
SH00853,DHL,2024-04-23,delayed,Hyderabad,Mumbai,362.8,False
SH00854,BLUEDART,2024-06-18,in_transit,Hyderabad,Bangalore,66.53,False
SH00855,DHL,2024-04-01,pending,Hyderabad,Pune,330.04,False
SH00856,DHL,2024-03-06,pending,Delhi,Pune,114.46,False
SH00857,BLUEDART,2024-06-14,delayed,Chennai,Mumbai,123.82,False
SH00858,FEDEX,2024-02-01,pending,Mumbai,Bangalore,296.77,False
SH00859,FEDEX,2024-02-27,delivered,Pune,Bangalore,219.72,False
SH00860,DHL,2024-05-05,in_transit,Chennai,Mumbai,365.2,False
SH00861,DHL,2024-04-09,,Chennai,Mumbai,383.58,False
SH00862,FEDEX,2024-06-24,delivered,Delhi,Mumbai,345.9,False
SH00863,BLUEDART,2024-04-17,delivered,Pune,Bangalore,247.53,False
SH00864,FEDEX,2024-01-23,in_transit,Hyderabad,Bangalore,396.76,False
SH00865,DHL,2024-01-22,delayed,Mumbai,Bangalore,468.32,False
SH00866,BLUEDART,2024-05-11,pending,Hyderabad,Bangalore,449.64,False
SH00867,BLUEDART,2024-03-29,pending,Mumbai,Pune,347.53,False
SH00868,BLUEDART,2024-02-13,,Hyderabad,Delhi,285.58,False
SH00869,BLUEDART,2024-04-07,delivered,Pune,Delhi,202.08,False
SH00870,DHL,2024-03-08,pending,Pune,Mumbai,334.03,False
SH00871,BLUEDART,2024-06-07,delivered,Hyderabad,Delhi,210.08,False
SH00872,DHL,2024-01-03,delayed,Pune,Bangalore,138.89,False
SH00873,FEDEX,2024-03-05,in_transit,Mumbai,Bangalore,218.44,False
SH00874,FEDEX,2024-04-22,in_transit,Mumbai,Pune,-6.7,False
SH00875,FEDEX,2024-03-25,delivered,Mumbai,Bangalore,349.79,False
SH00876,DHL,2024-06-23,in_transit,Delhi,Pune,387.99,False
SH00877,BLUEDART,2024-01-28,delivered,Delhi,Mumbai,119.99,False
SH00878,BLUEDART,2024-01-03,in_transit,Pune,Chennai,177.0,False
SH00879,BLUEDART,2024-01-30,pending,Hyderabad,Bangalore,161.31,False
SH00880,DHL,2024-05-31,delivered,Hyderabad,Pune,153.22,False
SH00881,DHL,2024-01-24,in_transit,Delhi,Bangalore,233.28,False
SH00882,FEDEX,2024-04-19,in_transit,Delhi,Pune,99.52,False
SH00883,DHL,2024-01-01,pending,Pune,Delhi,194.74,False
SH00884,FEDEX,2024-04-03,delivered,Chennai,Mumbai,93.6,False
SH00885,FEDEX,2024-05-30,in_transit,Pune,Mumbai,157.21,False
SH00886,DHL,2024-06-16,in_transit,Chennai,Delhi,367.1,False
SH00887,FEDEX,2024-02-21,delivered,Pune,Chennai,69.71,False
SH00888,BLUEDART,2024-01-31,delivered,Pune,Mumbai,267.27,False
SH00889,DHL,2024-02-03,delayed,Hyderabad,Mumbai,77.36,False
SH00890,FEDEX,2024-02-12,delayed,Hyderabad,Pune,222.87,False
SH00891,DHL,2024-05-31,,Mumbai,Bangalore,280.76,False
SH00892,DHL,2024-02-13,delayed,Pune,Mumbai,157.2,False
SH00893,DHL,2024-03-04,in_transit,Pune,Delhi,-32.97,False
SH00894,DHL,2024-04-14,in_transit,Hyderabad,Mumbai,196.09,False
SH00895,DHL,2024-01-05,,Pune,Bangalore,400.18,False
SH00896,FEDEX,2024-02-26,in_transit,Pune,Bangalore,311.75,False
SH00897,DHL,2024-05-02,delivered,Delhi,Chennai,256.73,False
SH00898,BLUEDART,2024-02-11,,Chennai,Mumbai,227.39,False
SH00899,DHL,2024-05-14,,Delhi,Pune,413.6,False
SH00900,DHL,2024-01-22,pending,Mumbai,Bangalore,4374.98,True
SH00901,FEDEX,2024-05-24,,Mumbai,Bangalore,123.41,False
SH00902,BLUEDART,2024-01-12,in_transit,Pune,Delhi,96.15,False
SH00230,DHL,2024-03-31,in_transit,Chennai,Pune,464.76,False
SH00904,DHL,2024-02-27,in_transit,Delhi,Mumbai,210.79,False
SH00905,DHL,2024-05-15,delivered,Mumbai,Bangalore,355.74,False
SH00906,FEDEX,2024-05-07,in_transit,Pune,Delhi,414.82,False
SH00908,BLUEDART,2024-02-02,in_transit,Pune,Bangalore,208.67,False
SH00909,BLUEDART,2024-06-16,in_transit,Pune,Bangalore,238.4,False
SH00910,DHL,2024-04-17,,Delhi,Bangalore,362.07,False
SH00911,DHL,2024-05-01,delivered,Chennai,Delhi,76.81,False
SH00912,DHL,2024-05-21,in_transit,Pune,Chennai,159.12,False
SH00913,BLUEDART,2024-06-27,in_transit,Chennai,Pune,74.34,False
SH00914,BLUEDART,2024-02-06,delivered,Chennai,Delhi,55.61,False
SH00915,FEDEX,2024-03-27,pending,Chennai,Mumbai,362.86,False
SH00916,DHL,2024-01-03,in_transit,Hyderabad,Bangalore,355.96,False
SH00917,BLUEDART,2024-04-18,in_transit,Hyderabad,Mumbai,487.91,False
SH00918,DHL,2024-02-17,delayed,Delhi,Bangalore,322.29,False
SH00919,BLUEDART,2024-04-05,in_transit,Delhi,Pune,171.46,False
SH00920,FEDEX,2024-05-18,in_transit,Mumbai,Bangalore,318.7,False
SH00921,BLUEDART,2024-05-25,delayed,Mumbai,Bangalore,493.92,False
SH00922,FEDEX,2024-04-11,in_transit,Mumbai,Chennai,388.33,False
SH00923,DHL,2024-05-08,,Pune,Chennai,398.78,False
SH00924,DHL,2024-04-28,pending,Pune,Bangalore,91.98,False
SH00925,BLUEDART,2024-05-08,pending,Chennai,Bangalore,323.93,False
SH00926,DHL,2024-04-20,pending,Pune,Mumbai,398.38,False
SH00927,DHL,2024-01-04,,Chennai,Pune,189.29,False
SH00928,FEDEX,2024-03-16,in_transit,Mumbai,Pune,309.43,False
SH00929,FEDEX,2024-04-23,delivered,Pune,Chennai,472.92,False
SH00930,FEDEX,2024-06-23,in_transit,Delhi,Pune,280.62,False
SH00931,FEDEX,2024-06-23,pending,Hyderabad,Chennai,75.68,False
SH00932,DHL,2024-05-25,delivered,Mumbai,Chennai,150.37,False
SH00933,FEDEX,2024-02-16,in_transit,Hyderabad,Chennai,395.7,False
SH00934,BLUEDART,2024-05-01,delayed,Delhi,Mumbai,67.23,False
SH00935,FEDEX,2024-04-07,,Hyderabad,Delhi,212.67,False
SH00936,DHL,2024-02-15,delivered,Delhi,Chennai,173.26,False
SH00937,FEDEX,2024-03-07,delivered,Hyderabad,Bangalore,91.6,False
SH00938,DHL,2024-05-03,pending,Chennai,Mumbai,402.74,False
SH00939,BLUEDART,2024-06-01,pending,Delhi,Bangalore,350.58,False
SH00940,BLUEDART,2024-04-27,delayed,Pune,Delhi,438.94,False
SH00941,BLUEDART,2024-02-02,pending,Mumbai,Pune,486.26,False
SH00942,FEDEX,2024-02-25,in_transit,Hyderabad,Bangalore,487.29,False
SH00943,DHL,2024-02-01,pending,Pune,Mumbai,499.57,False
SH00944,FEDEX,2024-02-15,in_transit,Hyderabad,Mumbai,129.6,False
SH00945,BLUEDART,2024-01-26,,Delhi,Chennai,426.76,False
SH00946,DHL,2024-05-08,delivered,Delhi,Bangalore,350.47,False
SH00947,BLUEDART,2024-04-30,in_transit,Delhi,Bangalore,485.43,False
SH00948,BLUEDART,2024-02-27,in_transit,Delhi,Bangalore,445.82,False
SH00949,FEDEX,2024-04-16,delivered,Chennai,Delhi,119.02,False
SH00950,BLUEDART,2024-05-26,in_transit,Pune,Mumbai,300.08,False
SH00951,DHL,2024-06-11,pending,Hyderabad,Chennai,128.17,False
SH00952,DHL,2024-04-10,pending,Chennai,Delhi,462.5,False
SH00953,DHL,2024-06-09,delivered,Mumbai,Delhi,62.52,False
SH00954,FEDEX,2024-06-11,in_transit,Mumbai,Bangalore,133.95,False
SH00955,DHL,2024-03-11,delivered,Delhi,Chennai,332.35,False
SH00956,FEDEX,2024-03-13,delivered,Hyderabad,Delhi,91.75,False
SH00957,FEDEX,2024-04-15,pending,Mumbai,Pune,84.34,False
SH00958,FEDEX,2024-02-15,pending,Chennai,Bangalore,322.99,False
SH00959,FEDEX,2024-02-10,in_transit,Hyderabad,Pune,466.96,False
SH00960,BLUEDART,2024-01-30,delivered,Chennai,Bangalore,197.39,False
SH00961,FEDEX,2024-01-24,delayed,Pune,Chennai,343.37,False
SH00962,FEDEX,2024-06-24,pending,Chennai,Mumbai,176.49,False
SH00963,FEDEX,2024-05-04,delayed,Chennai,Bangalore,240.68,False
SH00964,BLUEDART,2024-03-31,pending,Delhi,Pune,418.7,False
SH00965,FEDEX,2024-06-14,delayed,Hyderabad,Chennai,208.51,False
SH00966,DHL,2024-06-17,delivered,Pune,Bangalore,400.78,False
SH00968,BLUEDART,2024-04-21,in_transit,Mumbai,Pune,139.17,False
SH00969,FEDEX,2024-02-13,delayed,Delhi,Bangalore,222.29,False
SH00970,BLUEDART,2024-04-13,delayed,Mumbai,Pune,463.12,False
SH00971,DHL,2024-03-29,delayed,Delhi,Chennai,398.58,False
SH00972,FEDEX,2024-06-07,in_transit,Delhi,Bangalore,71.53,False
SH00973,BLUEDART,2024-02-18,,Delhi,Mumbai,216.0,False
SH00974,DHL,2024-03-18,in_transit,Pune,Delhi,359.56,False
SH00975,DHL,2024-03-22,,Hyderabad,Chennai,312.86,False
SH00976,BLUEDART,2024-06-18,in_transit,Mumbai,Bangalore,194.86,False
SH00977,FEDEX,2024-03-03,pending,Mumbai,Chennai,435.14,False
SH00978,DHL,2024-04-08,delivered,Mumbai,Bangalore,203.2,False
SH00979,FEDEX,2024-05-09,delivered,Pune,Chennai,148.45,False
SH00980,BLUEDART,2024-03-12,pending,Chennai,Pune,188.22,False
SH00982,BLUEDART,2024-02-08,in_transit,Mumbai,Chennai,278.57,False
SH00983,BLUEDART,2024-02-18,delayed,Delhi,Pune,174.17,False
SH00984,DHL,2024-01-14,delayed,Chennai,Delhi,169.78,False
SH00985,BLUEDART,2024-02-26,pending,Delhi,Pune,170.72,False
SH00986,FEDEX,2024-01-25,pending,Hyderabad,Mumbai,329.95,False
SH00987,DHL,2024-03-26,delivered,Pune,Delhi,483.01,False
SH00988,FEDEX,2024-01-03,delayed,Mumbai,Bangalore,312.42,False
SH00989,DHL,2024-05-14,,Hyderabad,Mumbai,115.96,False
SH00990,FEDEX,2024-03-06,in_transit,Delhi,Chennai,213.93,False
SH00991,BLUEDART,2024-06-24,pending,Hyderabad,Chennai,59.33,False
SH00992,DHL,2024-05-27,in_transit,Pune,Chennai,211.74,False
SH00993,BLUEDART,2024-06-22,delayed,Mumbai,Chennai,494.3,False
SH00994,FEDEX,2024-03-11,delivered,Pune,Chennai,310.78,False
SH00995,FEDEX,2024-01-03,pending,Hyderabad,Mumbai,116.21,False
SH00996,BLUEDART,2024-01-17,delivered,Chennai,Mumbai,254.24,False
SH00997,FEDEX,2024-06-18,delivered,Pune,Delhi,163.15,False
SH00998,BLUEDART,2024-03-10,pending,Hyderabad,Bangalore,138.53,False
SH00999,FEDEX,2024-06-12,in_transit,Pune,Bangalore,485.11,False
SH01000,FEDEX,2024-03-23,delivered,Chennai,Pune,357.49,False
